번호,등록번호,서명,저자,서명권차,총서명,저자기호,별치기호,분류기호,청구권차,복본기호,ISBN,딸림자료,출판사,출판년도,발행지,페이지,크기,가격,등록일
948,LHCGSL00948,동아시아,집필: 강응천,1-2,(세계를 향해 열린 시각) 세계문화탐험,세14,아,908,,,9788954021784,,대교,2018,서울:,2책:,30 cm,\24000,구매
949,LHCGSL00949,이번이 마지막 다음입니다  : 당신에게 '다음'이 없다면?,하상인 지음,,,하52ㅇ,,813.7,,,9791162758243,,지식과감성#,2019,서울:,143 p.:,21 cm,\11000,구매
950,LHCGSL00950,(지구를 살리는)환경지식사전,"더불어 사는 지구 , 12",,,더46ㅎ,,539,12,,9788992161060,,초록개구리,2019,서울:,288p.:,26cm,\18000,구매
951,LHCGSL00951,안데르센 동화집,"한스 크리스티안 안데르센 지음,이옥용 옮김",,,한57ㅇ,,808.3,,,9788957982518,,네버엔딩Story,2011,서울:,222 p.:,19 cm,\6800,구매
952,LHCGSL00952,"와인,  아름다운 기다림","최정은,김민송 지음",,,최74ㅇ,,573.2,,,9788939551466,,대교 :북스캔,2011,서울:,259 p.:,23 cm,\14000,구매
953,LHCGSL00953,사람이 행복이다  : 최세규 에세이,최세규 지음,,,최54ㅅ,,818,,,9791156022893,,행복에너지,2015,서울:,229 p.:,21 cm,\13800,구매
954,LHCGSL00954,식품재료학,"강우원 , 김미향 , 오상룡 공저",,,강66ㅅ,,664.07,,,9788991060777,,보문각,,서울:,254 p.:,26 cm,\10000,구매
955,LHCGSL00955,"하루 10분 독서의 힘,전자책 : 인생을 바꾸는 순간 몰입 38법칙",임원화 지음,,,임66ㅎ,,029,,,9788966371396,,미다스북스,2014,서울:,,,\17280,구매
956,LHCGSL00956,"키티,  나의 키티","빌 월리스 지음,원지인 옮김",,,빌66ㅋ,,808.9,,,9788961702317,,보물창고,2019,서울:,159p.:,23cm,\9500,구매
957,LHCGSL00957,(엄마 아빠 함께하는) 슬기로운 주식생활,"한경 경제교육연구소 기획 제작팀,오형규,박성완,고기완,최규술,정태웅,김형진,박해영,공인호,정유진,김수정,정초원",,,한14ㅅ,,327,,,9791185272603,,한국경제신문,2021,서울:,182 p.:,23 cm,\14000,구매
958,LHCGSL00958,나는 오늘도 축제 같은 사랑을 꿈꾼다  : 우연히 만난 독일 남자와 사랑에 빠진 시크한 한국 여자 이야기,김영아 지음,,,김64ㄴ,,818,,,9788966373826,,미다스북스,2015,서울:,300 p.:,23 cm,\13800,구매
959,LHCGSL00959,이상한 나라의 앨리스,"루이스 캐럴 지음,존 테니얼 그림,황윤영 옮김",,,루68ㅇ,,843,48,,9788957983171,,푸른책들,2013,서울:,190 p.:,19 cm,\6800,구매
960,LHCGSL00960,불륜 : 파울로 코엘료 장편소설,"파울로 코엘료 지음,민은영 옮김",,,파66ㅂ,,879,,,9788954625173,,자음과모음,2014,서울:,364p.:,19cm,\13800,구매
961,LHCGSL00961,홍길동전,"허균  지음,정하영 옮김",,,허16ㅎ,,808,,,9788901091587,,웅진씽크빅:펭귄클래식코리아,2019,서울:,152 p.:,21 cm,\7000,구매
962,LHCGSL00962,"서양 고대 그리스와 중세의 철학적 세계관,  그리고 근현대의 과학적 세계관의 영향",오준영 지음,,,오76ㅅ,,401,,,9788968503207,,연세대학교 대학출판문화원,2019,서울:,356 p.:,25 cm,\20000,구매
963,LHCGSL00963,우리가 이 도시의 주인공은 아닐지라도  : 박찬용 세속 에세이,박찬용,,,박82ㅇ,,818,,,9788901240084,,웅진지식하우스 :웅진씽크빅,2020,파주:,335 p.:,19 cm,\15000,구매
964,LHCGSL00964,우리는 약속도 없이 사랑을 하고  : 정현우 에세이,정현우,,,정94ㅇ,,814.7,,,9788901254296,,웅진지식하우스 :웅진씽크빅,2021,파주:,237 p.:,20 cm,\16000,구매
965,LHCGSL00965,저녁은 강을 건너오고 시간은 얼마 남지 않았다  : 아름다운 인연을 위하여,박이문,,,박68ㅈ,,814.62,,,9788966374564,,미다스북스,2016,서울:,263 p.:,21 cm,\13200,구매
966,LHCGSL00966,오천 년 역사를 이어 온 우리 땅,"조지욱 글,라애란,홍우리,서숙희공그림",,"우리문화탐험.,자연과 역사",우298,아,380.911,01,,9788954041973,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
967,LHCGSL00967,지역에 따라 다른 문화와 생활,"조지욱 글,박수현,한동훈,서숙희공그림",,"우리문화탐험.,자연과 역사",우298,아,380.911,02,,9788954041980,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
968,LHCGSL00968,선사부터 삼국 시대까지의 역사,"김선옥 글,홍선화,정혜윤,서숙희공그림",,"우리문화탐험.,자연과 역사",우298,아,380.911,03,,9788954041997,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
969,LHCGSL00969,통일 신라부터 오늘날까지의 역사,"김선옥 글,정선경,박정재,서숙희공그림",,"우리문화탐험.,자연과 역사",우298,아,380.911,04,,9788954042000,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
970,LHCGSL00970,우리나라를 대표하는 상징물,"김찬곤 글,이형진,시은경,서숙희공그림",,"우리문화탐험.,자연과 역사",우298,아,380.911,05,,9788954042017,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
971,LHCGSL00971,건강과 멋을 중시한 우리의 밥상,"김선희 글,홍선주,정인성,서숙희 공그림",,"우리문화탐험.,의식주와 생활",우298,아,380.911,06,,9788954042024,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
972,LHCGSL00972,단아한 아름다움이 깃든 우리 옷,"이미애 글,홍우리,김순영,서숙희공그림",,"우리문화탐험.,의식주와 생활",우298,아,380.911,07,,9788954042031,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
973,LHCGSL00973,자연을 닮은 전통 가옥,"서지원 글,최은미,차재옥,서숙희공그림",,"우리문화탐험.,의식주와 생활",우298,아,380.911,08,,9788954042048,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
974,LHCGSL00974,옛 도구에 담긴 조상들의 생활 모습,"양대승 글,한동훈,박정재,서숙희공그림",,"우리문화탐험.,의식주와 생활",우298,아,380.911,09,,9788954042055,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
975,LHCGSL00975,생활을 편리하게 해 준 통신과 교통,"김경희 글,황유리,유남영,서숙희공그림",,"우리문화탐험.,의식주와 생활",우298,아,380.911,10,,9788954042062,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
976,LHCGSL00976,물물 교환에서 시작된 사랑,"김춘옥 글,박윤경,백정석,서숙희공그림",,"우리문화탐험.,의식주와 생활",우298,아,380.911,11,,9788954042079,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
977,LHCGSL00977,관혼상제를 통해 본 우리의 일생,"김정숙 글,시은경,최정현,서숙희공그림",,"우리문화탐험.,풍속과 제도",우298,아,380.911,12,,9788954042086,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
978,LHCGSL00978,"우리 민족의 특별한 날,  명절","김미혜 글,이형진,강민정,서숙희공그림",,"우리문화탐험.,풍속과 제도",우298,아,380.911,13,,9788954042093,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
979,LHCGSL00979,힘과 지혜를 길러 준 전통놀이,"고수산나 글,유진희,유남영,서숙희공그림",,"우리문화탐험.,풍속과 제도",우298,아,380.911,14,,9788954042109,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
980,LHCGSL00980,역사가 담긴 기념일,"이소형 글,이동승,최정현,서숙희공그림",,"우리문화탐험.,풍속과 제도",우298,아,380.911,15,,9788954042116,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
981,LHCGSL00981,인재를 길러낸 교육 제도,"박영희 글,강동훈,황요섭,서숙희공그림",,"우리문화탐험.,풍속과 제도",우298,아,380.911,16,,9788954042123,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
982,LHCGSL00982,선사부터 고려 시대까지의 신분 제도,"박선희 글,조숙은,박정재,서숙희공그림",,"우리문화탐험.,신분과 사회",우298,아,380.911,17,,9788954042130,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
983,LHCGSL00983,조선시대의 신분 제도,"박선희 글,이육남,박정재,서숙희공그림",,"우리문화탐험.,신분과 사회",우298,아,380.911,18,,9788954042147,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
984,LHCGSL00984,직업을 통해 본 조상들의 생활,"원영주 글,임영란,이준선,서숙희공그림",,"우리문화탐험.,신분과 사회",우298,아,380.911,19,,9788954042154,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
985,LHCGSL00985,여성과 어린이의 생활,"이지현 글,김순영,유남영,서숙희공그림",,"우리문화탐험.,신분과 사회",우298,아,380.911,20,,9788954042161,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
986,LHCGSL00986,석가모니의 가르침을 전하는 불교,"백유선 글,황요섭,유남영,서숙희공그림",,"우리문화탐험.,종교와 사상",우298,아,380.911,21,,9788954042178,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
987,LHCGSL00987,민족 사상의 뿌리가 된 유교,"김선희 글,조성덕,박정재,서숙희공그림",,"우리문화탐험.,종교와 사상",우298,아,380.911,22,,9788954042185,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
988,LHCGSL00988,장인의 손길을 통해 알아본 우리 문화,"박영수 글,정소영,박정재,서숙희공그림",,"우리문화탐험.,과학과 기술",우298,아,380.911,24,,9788954042208,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
989,LHCGSL00989,장인의 손길을 통해 알아본 우리 문화,"박영수 글,정소영,박정재,서숙희공그림",,"우리문화탐험.,과학과 기술",우298,아,380.911,24,,9788954042208,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
990,LHCGSL00990,조상들의 슬기가 돋보이는 과학,"허순봉 글,심상정,유영주,서숙희공그림",,"우리문화탐험.,과학과 기술",우298,아,380.911,25,,9788954042215,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
991,LHCGSL00991,민족과 나라를 위해 치른 전쟁,"이혜옥 글,김형준,유남영,서숙희공그림",,"우리문화탐험.,과학과 기술",우298,아,380.911,26,,9788954042222,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
992,LHCGSL00992,흥과 멋이 묻어나는 전통 음악,"박인숙 글,김연주,홍선주,서숙희공그림",,"우리문화탐험.,예술",우298,아,380.911,27,,9788954042239,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
993,LHCGSL00993,민족혼이 빛나는 공연예술,"강난숙 글,강민정,최미란,서숙희공그림",,"우리문화탐험.,예술",우298,아,380.911,28,,9788954042246,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
994,LHCGSL00994,그림 속에 담긴 문화,"신현수 글,양순옥,유영주,서숙희공그림",,"우리문화탐험.,예술",우298,아,380.911,29,,9788954042253,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
995,LHCGSL00995,손끝에서 탄생한 도자기와 공예품,"정명숙 글,최금희,조숙은,서숙희공그림",,"우리문화탐험.,예술",우298,아,380.911,30,,9788954042260,,대교소빅스,2018,서울:,32 p.:,30 cm,\11500,구매
996,LHCGSL00996,사진으로 보는 우리 문화유산,"이광표 글,임정남 그림",,"우리문화탐험.,별책",우298,아,380.911,31,,9788954042277,,대교소빅스,2018,서울:,55 p.:,25 cm,\15000,구매
997,LHCGSL00997,종교개혁 신학과 개신교 신앙,홍지훈 지음,,,홍78ㅈ,,236.904,,,9788964478103,,동연,2022,서울:,264 p.:,23 cm,\16000,구매
998,LHCGSL00998,"장인과 닥나무가 함께 만든 역사,  조선의 과학기술사  = ,Technoscience of tak and artisans : resourceful evolution of Chos?n papermaking",이정 지음,,,이74ㅈ,,509.11,,,9791156122500,,푸른역사,2023,서울:,403 p.:,23 cm,\22000,구매
999,LHCGSL00999,푸른 숨  : 오미경 장편소설,오미경,,,오38ㅍ,,813.7,,,9791167030702,,특별한서재,2023,서울:,238 p.:,21 cm,\14000,구매
1000,LHCGSL01000,"인공지능과 뇌는 어떻게 생각하는가  = ,How AI and the brain work  : 지극히 주관적인 그래서 더욱 객관적인",이상완 지음,,,이52ㅇ,,511.1813,,,9791160201758,,솔출판사,2023,서울:,339 p.:,22 cm,\18000,구매
1001,LHCGSL01001,우리 안의 친일 : 반일을 넘어 탈식민의 성찰로,조형근 지음,,,조94ㅇ,,911.06,,,9788976965783,,역사비평사,2023,고양:,216 p.:,21 cm,\15000,구매
1002,LHCGSL01002,친구와 정답게,"최서윤, 정가애",,"(세상을 바꾸는 미래 가치) 뜻세움.,이웃 둘러보기",뜻54,아,189,13,,9788954043618,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1003,LHCGSL01003,다 괜찮다,"흔,해나 공지음",,,흔93ㄷ,,814.7,,,9788969521811,,경향BP,2018,서울:,285 p.:,15 cm,\5500,구매
1004,LHCGSL01004,다정하게,흔글 지음,,,흔17ㄷ,,814.7,,,9788969521835,,경향BP,2018,서울:,293 p.:,15 cm,\5500,구매
1005,LHCGSL01005,함부로 설레는 마음  : 이정현 에세이,"이정현,그린이: 살구",,,이74ㅎ,,818,,,9788965706670,,시드앤피드,2018,파주:,287 p.:,19 cm,\13800,구매
1006,LHCGSL01006,마치 우울하고 예민한 내가 죽기라도 바라는 것처럼  : 정하·에세이,정하,,OO의삶,정92,,818,,,9791197560224,,잇다름,2021,서울:,231 p.:,19 cm,\16700,구매
1007,LHCGSL01007,"지금은 나만의 시간입니다,전자자료 : 인생을 리셋하는 혼자 있는 시간의 힘",김유진 지음,,,김66ㅈ,,325.2112,,,9791158512255,,토네이도,2021,서울:,,,\43200,구매
1008,LHCGSL01008,이어령의 마지막 수업,김지수 지음,,,김78ㅇ,,199.1,,2,9791170400523,,열림원,2021,,319 p,21 cm,16500,구매
1009,LHCGSL01009,일편단시 : 한 조각 짧은 시,나태주 ...등지음,,,나883ㅇ,,811.7,,,9791166831799,,앤드,2021,서울:,208 p.:,19 cm,\20000,구매
1010,LHCGSL01010,미술관에 간 심리학  : 나는 심리학을 공부하러 미술관에 간다,윤현희 지음,,,윤94ㅁ,,601.8,,,9791189344627,,믹스커피,2019,서울:,349 p.:,23 cm,\17800,구매
1011,LHCGSL01011,선량한 차별주의자,김지혜 지음,,,김78ㅅ,,334,,2,9788936477196,,창비,2019,,243 p,21 cm,15000,구매
1012,LHCGSL01012,나는 노후에 가난하지 않기로 결심했다  : 한 달 30만원으로 레벨업하는 ETF 연금저축의 기적,서대리 지음,,,서23ㄴ,,327.83,,,9791189797157,,세이지,2022,군포:,267 p.:,21 cm,\16500,구매
1013,LHCGSL01013,데스노트에 이름을 쓰면 살인죄일까?  : 대중문화 속 법률을 바라보는 어느 오타쿠의 시선,"김지룡,정준욱,갈릴레오SNC 지음",,대중문화 속 인문학 시리즈,대76,,360.4,1,,9791186639252,,애플북스 :비전비엔피,2021,서울:,349 p.:,21 cm,\15500,구매
1014,LHCGSL01014,"플라이 하이  = ,Fly high  : 서른 살 청년 사업가의 끝없는 도전!",이광진 지음,,,이15ㅍ,,325.04,,,9791189169503,,하이비전,2019,서울:,294 p.:,23 cm,\15000,구매
1015,LHCGSL01015,안네의 일기,"안네 프랑크 지음,김태균 그림,정미영 옮김",,Classic 세계명작,대15,,808,,,9788939525504,,대교,2014,서울:,317 p.:,23 cm,\14000,구매
1016,LHCGSL01016,나의 하루를 산책하는 중입니다  : 헤매던 생각이 모여 내 삶에 스며드는 시간,댄싱스네일 글·그림,,,댄58ㄴ,,818,,2,9788901274362,,웅진지식하우스 :웅진씽크빅,2023,파주:,238 p.:,20 cm,\17500,구매
1017,LHCGSL01017,마법사 린,"이성영, Yons","1, ,두 개의 기질",,이54ㅁ,,813.7,,,9791139210552,,지식과감성#,2023,서울:,382 p.:,21 cm,\15000,구매
1018,LHCGSL01018,건강한 조직  : 나팀장보고서 두 번째 시리즈,이재현,,,이73ㄱ,,332,,,9791159615412,,지식과감성#,2017,서울:,265 p.:,23 cm,\15000,구매
1019,LHCGSL01019,이기는 제안서의 비밀,최용수 지음,,입찰제안총서,입82,,325.484,1,,9791155285077,,지식과감성#,2015,서울:,"388 p., 2장(접지):",23 cm,\22000,구매
1020,LHCGSL01020,상처 하나 위로 둘,동그라미 지음,,,동17ㅅ,,814.7,,,,,경향BP,2018,서울:,260 p.:,19 cm,\5500,구매
1021,LHCGSL01021,발 마사지 지압법,안재범 엮음,,,안73ㅂ,,512.44,,,9791157770755,,아이템북스,2015,서울:,239 p.:,16 cm,\8000,구매
1022,LHCGSL01022,"(온 가족이 함께 하는 내 몸을 살리는) 해독주스 = ,Juice detox my body to make use of",자연과 사람 편,,,자64ㅎ,,517.3,,,9788990566355,,아이템북스,2014,서울:,237 p.:,16 cm,\8000,구매
1023,LHCGSL01023,약이 되는 한국의 꽃차,한국꽃나무연구회 지음,,,한16ㅇ,,573.96,,,9788988483398,,아이템북스,2013,서울:,238p.:,15cm,\8000,구매
1024,LHCGSL01024,암환자는 암으로 죽지 않는다,최일봉 지음,2,,최68ㅇ,,513.994,2,,9788998229801,,율리시즈,2020,서울:,207 p.:,22 cm,\15000,구매
1025,LHCGSL01025,그리스 로마신화  : 신화에서 배우는 지혜로운 이야기,송건호 옮김,,,송14ㄱ,,219.2,,,9788996705758,,북마당,2011,서울:,476 p.:,23 cm,\17500,구매
1026,LHCGSL01026,(내 편이 아니라도)적을 만들지 마라,"스샤오옌 지음,양성희 옮김",,,스53ㅈ,,199.1,,,9788992441230,,다연,2013,파주:,303p.:,23cm,\15000,구매
1027,LHCGSL01027,사람이 먼저다  : 문재인의 힘,문재인 지음,,,문73ㅅ,,340.4,,,9788997838028,,퍼플카우,2012,서울:,350 p.:,23 cm,\15000,구매
1028,LHCGSL01028,"등산 무릎 강화법  = ,How to cure knee pain in mountaineering  : 등산할 때 아픈 무릎을 낫게 하는 테이핑·스틱 사용법·근력 트레이닝·스트레칭","고바야시 데쓰오 지음,오시연 옮김",,,고42ㄷ,,517.32,,,9788964943915,,보누스,2019,서울:,219 p.:,21 cm,\13000,구매
1029,LHCGSL01029,밥상이 썩었다 당신의 몸도 썩고 있다  : 사람을 살리는 먹을거리  : 『밥상이 약상이다』의 저자 강순남의 국민건강백서,강순남 지음,,,강56ㅂ,,517.5,,,9788993536577,,주변인의길,2019,서울:,301 p.:,23 cm,\16000,구매
1030,LHCGSL01030,채근담,"홍자성 지음,안길환 편역",,,홍72ㅊ,,199.1,,,9788990167651,,고전산책,2014,서울:,367 p.:,23 cm,\16800,구매
1031,LHCGSL01031,니체  : 그의 삶과 철학,"레지날드 J. 홀링데일 지음,김기복,이원진 옮김",,,레78ㄴ,,165.77099,,,9791188571055,,북캠퍼스,2017,서울:,503 p.:,23 cm,\16500,구매
1032,LHCGSL01032,1984,"조지 오웰 지음,이정서 옮김",,,조78ㅇ,,843,,,9791190473446,,새움,2021,서울:,511 p.:,20 cm,\14500,구매
1033,LHCGSL01033,(비울수록 사람을 더 채우는)말 그릇,김윤나 지음,,,김66ㅁ,,189.2,,2,9791185952987,,카시오페아,2017,,311 p,21 cm,15000,구매
1034,LHCGSL01034,"그래도,  사랑  : 언젠가 너로 인해 울게 될 것을 알지만",정현주 지음,,,정94ㄱ,,818,,,9788927804789,,중앙북스,2017,서울:,367 p.:,21 cm,\13800,구매
1035,LHCGSL01035,"암,  자연치유 이렇게 하라  : 암 투병 5년,  희망의 자연치유 일지",최현정 지음,,,최94ㅇ,,519.3994,,,9788966378142,,미다스북스,2020,서울:,317 p.:,23 cm,\18500,구매
1036,LHCGSL01036,짧은 글 큰 지혜,김용한 지음,,,김65ㅉ,,199.8,,,9788992969369,,씽크뱅크,2011,서울:,286 p.:,21 cm,\12000,구매
1037,LHCGSL01037,케톤 혁명,"후루카와 겐지 지음,오시연 옮김",,,후296ㅋ,,513.994,,,9791158885571,,판미동:민음사,2020,서울:,279 p.:,22 cm,\15800,구매
1038,LHCGSL01038,(픽셀클로젯의) 말랑말랑 솜인형 옷 만들기,픽셀클로젯(고홍현) 지음,,,픽54ㅁ,,592.3,,,9791160079401,실물 패턴 2매,한스미디어,2023,서울:,172 p.:,24 cm,\22000,구매
1039,LHCGSL01039,난 소중해!,"이연희, 주순교",,"(세상을 바꾸는 미래 가치) 뜻세움.,나 마주 보기",뜻54,아,189,1,,9788954043496,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1040,LHCGSL01040,내 일은 내가 할 거야!,"박지숙, 한서윤",,"(세상을 바꾸는 미래 가치) 뜻세움.,나 마주 보기",뜻54,아,189,2,,9788954043502,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1041,LHCGSL01041,잘 할 수 있어,"한은선, 조수경",,"(세상을 바꾸는 미래 가치) 뜻세움.,나 마주 보기",뜻54,아,189,3,,9788954043519,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1042,LHCGSL01042,맡은 일은 끝까지,"박선아, 김주경",,"(세상을 바꾸는 미래 가치) 뜻세움.,나 마주 보기",뜻54,아,189,4,,9788954043526,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1043,LHCGSL01043,떳떳한 나,"박채학, 이유나",,"(세상을 바꾸는 미래 가치) 뜻세움.,나 마주 보기",뜻54,아,189,5,,9788954043533,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1044,LHCGSL01044,두렵지 않아,"정재은, 박진아",,"(세상을 바꾸는 미래 가치) 뜻세움.,나 마주 보기",뜻54,아,189,6,,9788954043540,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1045,LHCGSL01045,매일매일 열심히!,"이혜옥, 이영림",,"(세상을 바꾸는 미래 가치) 뜻세움.,나 마주 보기",뜻54,아,189,7,,9788954043557,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1046,LHCGSL01046,알맞게! 알맞게!,"양대승, 배혜영",,"(세상을 바꾸는 미래 가치) 뜻세움.,나 마주 보기",뜻54,아,189,8,,9788954043564,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1047,LHCGSL01047,네 꿈을 펼쳐 봐!,"정민지, 백정석",,"(세상을 바꾸는 미래 가치) 뜻세움.,나 마주 보기",뜻54,아,189,9,,9788954043571,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1048,LHCGSL01048,존경해요 사랑해요,"송승주,조현민, 조예정",,"(세상을 바꾸는 미래 가치) 뜻세움.,이웃 둘러보기",뜻54,아,189,10,,9788954043588,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1049,LHCGSL01049,꼭꼭 약속해,"오현경, 김예슬",,"(세상을 바꾸는 미래 가치) 뜻세움.,이웃 둘러보기",뜻54,아,189,11,,9788954043595,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1050,LHCGSL01050,아낌없이 주는 마음,"신정민,임주현, 최지경",,"(세상을 바꾸는 미래 가치) 뜻세움.,이웃 둘러보기",뜻54,아,189,12,,9788954043601,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1051,LHCGSL01051,함께 힘을 모아,"이옥주, 조재석",,"(세상을 바꾸는 미래 가치) 뜻세움.,이웃 둘러보기",뜻54,아,189,14,,9788954043625,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1052,LHCGSL01052,너의 손길이 필요해,"이현미,이현정, 이선민",,"(세상을 바꾸는 미래 가치) 뜻세움.,이웃 둘러보기",뜻54,아,189,15,,9788954043632,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1053,LHCGSL01053,지켜? 지켜!,"서보현, 김송이",,"(세상을 바꾸는 미래 가치) 뜻세움.,사회 바라보기",뜻54,아,189,16,,9788954043649,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1054,LHCGSL01054,"괜찮아,  괜찮아!","양재홍, 황정원",,"(세상을 바꾸는 미래 가치) 뜻세움.,사회 바라보기",뜻54,아,189,17,,9788954043656,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1055,LHCGSL01055,모두를 미소짓게 해,"양승현, 김혜란",,"(세상을 바꾸는 미래 가치) 뜻세움.,사회 바라보기",뜻54,아,189,18,,9788954043663,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1056,LHCGSL01056,사회를 바로 세우는 힘,"노지영, 송효정",,"(세상을 바꾸는 미래 가치) 뜻세움.,사회 바라보기",뜻54,아,189,19,,9788954043670,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1057,LHCGSL01057,나보다 우리,"이연희, 임광희",,"(세상을 바꾸는 미래 가치) 뜻세움.,사회 바라보기",뜻54,아,189,20,,9788954043687,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1058,LHCGSL01058,모두가 똑같이 소중해,"윤희정, 정하진,김미정",,"(세상을 바꾸는 미래 가치) 뜻세움.,세계 이해하기",뜻54,아,189,21,,9788954043694,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1059,LHCGSL01059,조금 달라도 괜찮아,"오주영,김혜란, 이명애",,"(세상을 바꾸는 미래 가치) 뜻세움.,세계 이해하기",뜻54,아,189,22,,9788954043700,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1060,LHCGSL01060,지켜야 할 아름다운 지구,"박철만, 조수진",,"(세상을 바꾸는 미래 가치) 뜻세움.,세계 이해하기",뜻54,아,189,23,,9788954043717,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1061,LHCGSL01061,평화로운 세상,"김수경, 유경화",,"(세상을 바꾸는 미래 가치) 뜻세움.,세계 이해하기",뜻54,아,189,24,,9788954043724,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1062,LHCGSL01062,한번 해 보는 거야!,"최은규, 서숙희",,"(세상을 바꾸는 미래 가치) 뜻세움.,미래 창조하기",뜻54,아,189,25,,9788954043731,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1063,LHCGSL01063,세상을 바꾸는 생각,"박종하, 노인경",,"(세상을 바꾸는 미래 가치) 뜻세움.,미래 창조하기",뜻54,아,189,26,,9788954043748,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1064,LHCGSL01064,웃으면 기분이 좋아,"최규상, 안상선",,"(세상을 바꾸는 미래 가치) 뜻세움.,미래 창조하기",뜻54,아,189,27,,9788954043755,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1065,LHCGSL01065,미래를 향해 뜨겁게!,"왕입분, 경선영",,"(세상을 바꾸는 미래 가치) 뜻세움.,미래 창조하기",뜻54,아,189,28,,9788954043762,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1066,LHCGSL01066,세상 모든 것을 느껴 봐!,"최형미, 조신애",,"(세상을 바꾸는 미래 가치) 뜻세움.,미래 창조하기",뜻54,아,189,29,,9788954043779,,대교,2011,서울:,32 p.:,27 cm,\11500,구매
1067,LHCGSL01067,잘 들어 볼래?,"이미애,박진영, 심현경",,"(세상을 바꾸는 미래 가치) 뜻세움.,미래 창조하기",뜻54,아,189,30,,9788954043786,,대교,2011,서울:,31 p.:,27 cm,\11500,구매
1068,LHCGSL01068,전역한 다음날 집을 나갔다  : 홀로. 돈 없이. 걸어서. 전국 한 바퀴,권인걸 그리고 쓰다,,,권68ㅈ,,981.102,,,9791155280706,,지식과감성#,2013,서울:,298 p.:,19 cm,\12000,구매
1069,LHCGSL01069,"나는,  바람과 함께 세상을 걸었다  : 최영희 제5시집",최영희,,계간문예시인선,계12,,811.7,179,,9788965542629,,계간문예,2022,서울:,122 p.:,21 cm,\10000,구매
1070,LHCGSL01070,그리움의 시간,모정자 지음,,오늘의 디카시선집,오197,,811.7,06,,9791192055244,,서영(서영출판사),2022,서울:,147 p.:,21 cm,\10000,구매
